,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Coordinates,Latitude,Longitude
597,1450.0,3,3.0,Semi-Furnished,"Safdarjung Enclave carpet area 1450 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Park facing builder floor apartment available for sale in safderjung enclave, 3 bedroom with attached bathroom, drawing dinning, modular kitchen. the property is on the top floor of a four storey building with terrace right, servant quarter, 1 car parking in stilt. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes Realty 1000+ Buyers Served",1.0,37500000,Ready_to_move,Resale,Builder_Floor,,,
598,2200.0,4,4.0,Semi-Furnished,"Safdarjung Enclave super area 2200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing South overlooking Main Road car parking 3 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold Newly Constructed Property Wide Road 450 Yards 2nd floor brand new 4 bhk attached bathrooms with full lighted and ventilated house.Most Valuable DealSEE TO BELIEVE read more Contact Agent View Phone No. Share Feedback Crisil Bronze Agent Panchsheel Homes 500+ Buyers Served",3.0,52500000,Ready_to_move,New_Property,Builder_Floor,,,
599,1620.0,3,3.0,Semi-Furnished,"Reserve Bank Enclave, Paschim Vihar",,26000000,Ready_to_move,New_Property,Builder_Floor,,,
600,1078.0,3,2.0,Unfurnished,Paschim Vihar,1.0,15500000,Ready_to_move,New_Property,Builder_Floor,"Paschim Vihar, West Delhi, Delhi, India",28.6695782,77.095956
601,1710.0,3,3.0,Unfurnished,"Pushkar Enclave, Paschim Vihar",1.0,22000000,Ready_to_move,Resale,Builder_Floor,"Pushkar Enclave, Paschim Vihar, West Delhi, Delhi, India",28.6639788,77.0941762826496
602,1150.0,3,3.0,Semi-Furnished,Paschim Vihar Block B2,1.0,21000000,Ready_to_move,Resale,Builder_Floor,"Paschim Vihar, West Delhi, Delhi, India",28.6695782,77.095956
603,450.0,2,2.0,Semi-Furnished,"Paschimpuri, Paschim Vihar",1.0,5000000,Ready_to_move,Resale,Builder_Floor,"Paschimpuri, Road Number 77, B-Block, Paschim Vihar, West Delhi, Delhi, 110027, India",28.66618065,77.1156957296089
604,1818.0,3,3.0,Unfurnished,Paschim Vihar,1.0,22000000,Ready_to_move,Resale,Builder_Floor,"Paschim Vihar, West Delhi, Delhi, India",28.6695782,77.095956
605,1800.0,3,2.0,Unfurnished,Paschim Vihar Block B4,1.0,26500000,Ready_to_move,Resale,Builder_Floor,"B-Block, Paschim Vihar, West Delhi, Delhi, India",28.6638775,77.1177602448277
606,780.0,2,2.0,Unfurnished,Paschim Vihar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 780 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Unfurnished facing West bathroom 2 balcony 1 ownership Freehold Contact Now Enquire Now Auction By Bank,1.0,8770000,Ready_to_move,Resale,Builder_Floor,,,
607,405.0,1,1.0,Semi-Furnished,"DDA Lig Flats, Paschim Vihar carpet area 45 sqyrd status Ready to Move floor 4 out of 4 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road society DDA Lig Flats bathroom 1 balcony 1 ownership Freehold East Facing Property Expected price for the Flat is kept at 45 Lac. This is a 1 bedroom apartment present in DDA Lig Flats, Paschim Vihar. It measures an area of 45 Sq-m. It is on 4 floor out of 4 floors in the tower and is also well ventilated. The Flat has 1 washroom and also has 1 spacious balcony. read more Contact Owner View Phone No. Share Feedback Owner Anil",1.0,4500000,Ready_to_move,Resale,Apartment,,,
608,900.0,2,3.0,Semi-Furnished,Paschim Vihar,1.0,8500000,Ready_to_move,Resale,Apartment,"Paschim Vihar, West Delhi, Delhi, India",28.6695782,77.095956
609,807.2925,2,2.0,Unfurnished,"Archana Apartment, Paschim Vihar",1.0,8600000,Ready_to_move,Resale,Apartment,"Archana Apartments, Paschim Vihar, West Delhi, Delhi, India",28.67794975,77.09564535
610,2700.0,4,3.0,Semi-Furnished,"Guru Harikishan Nagar, Paschim Vihar",1.0,42500000,Ready_to_move,Resale,Builder_Floor,,,
611,1100.0,3,2.0,Semi-Furnished,Paschim Vihar,2.0,13100000,Ready_to_move,Resale,Apartment,"Paschim Vihar, West Delhi, Delhi, India",28.6695782,77.095956
612,585.0,2,2.0,Unfurnished,"Paschimpuri, Paschim Vihar",2.0,7000000,Ready_to_move,Resale,Apartment,"Paschimpuri, Road Number 77, B-Block, Paschim Vihar, West Delhi, Delhi, 110027, India",28.66618065,77.1156957296089
613,2152.78,3,3.0,Furnished,"Mianwali Nagar, Paschim Vihar",2.0,30000000,Ready_to_move,New_Property,Builder_Floor,,,
614,960.0,2,2.0,Semi-Furnished,"Navbharat Apartment, Paschim Vihar Block B1",2.0,13000000,Ready_to_move,Resale,Apartment,,,
615,1800.0,4,3.0,Unfurnished,Paschim Vihar Block A2,2.0,23100000,Ready_to_move,Resale,Builder_Floor,"Paschim Vihar, West Delhi, Delhi, India",28.6695782,77.095956
616,1100.0,3,2.0,Semi-Furnished,Paschim Vihar,1.0,16000000,Ready_to_move,Resale,Apartment,"Paschim Vihar, West Delhi, Delhi, India",28.6695782,77.095956
617,900.0,2,2.0,Unfurnished,Paschim Vihar,1.0,12500000,Ready_to_move,Resale,Builder_Floor,"Paschim Vihar, West Delhi, Delhi, India",28.6695782,77.095956
618,1620.0,3,3.0,Furnished,"LIC Colony, Paschim Vihar",1.0,24500000,Ready_to_move,New_Property,Builder_Floor,,,
619,378.0,1,1.0,Unfurnished,"Paschimpuri, Paschim Vihar",1.0,3200000,Ready_to_move,Resale,Apartment,"Paschimpuri, Road Number 77, B-Block, Paschim Vihar, West Delhi, Delhi, 110027, India",28.66618065,77.1156957296089
620,800.0,3,2.0,Unfurnished,"DDA Lig Flats, Paschim Vihar",1.0,6300000,Ready_to_move,Resale,Apartment,,,
621,1350.0,3,3.0,Semi-Furnished,"Pushkar Enclave, Paschim Vihar",1.0,15000000,Ready_to_move,Resale,Builder_Floor,"Pushkar Enclave, Paschim Vihar, West Delhi, Delhi, India",28.6639788,77.0941762826496
622,850.0,3,3.0,Unfurnished,"Paschim Vihar carpet area 850 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished facing North overlooking Garden/Park bathroom 3 balcony 1 ownership Freehold If you want to live a contended, pollution-free and peaceful life with your family and children, here is the once in a lifetime opportunity awaiting your attention!! Presenting a 3BHK ready to move flat up for sale in Paschim Vihar, which is becoming a dream residential area for its ability to provide a slice of authentic New Delhi city life. Property SpecificationsWell-knitted and planned on the super area of 900 sq ft is this 2bhk flat where the owner enjoys the complete rights of the freehold ownership. In a low-rise building of four-floors, this impressive infrastructure is positioned on the second floor, hence the residents can experience the greatest possible cross ventilation and natural sunlight.Though the age of construction is between 15-20 years, this north-facing flat is perfectly maintained and features 3 spacious bedrooms, 2 bathrooms, 2 airy balconies, a dining room, a living room, and a kitchen. All the bedrooms are adorned with decorative wardrobes offered with enough space for storage of clothes and other valuables.The attached toilet is designed in Indian fashion which is mounted-up with a geyser where you can enjoy a hot water bath, while the bathroom available for common use fashioned in the western genre.Further, an eye-catching view of the lush green garden is visible from the two well-aligned balconies where you can enjoy a hot cup of tea, where one balcony is connected to the bedroom, while the other balcony opens to the lobby. Bedecked with a granite countertop, a piped gas connection, and a chimney, the contemporarily designed modular kitchen is also provided with a wash area and also sufficient space for fridge.The entire flat is polished up with the good quality tiles which are easy to install and can be quite pleasant and comfortable underfoot.FacilitiesKeeping in mind the convenience of the residents, some of the basic facilities such as an unrestricted supply of water, and power backup with invertor. Additionally, one open parking space for 1 vehicle read more Contact Owner Share Feedback Owner Yogeet",1.0,5700000,Ready_to_move,Resale,Apartment,,,
623,1580.0,3,2.0,Furnished,"Shubh Niketan, Paschim Vihar",1.0,21000000,Ready_to_move,Resale,Apartment,,,
624,820.0,2,3.0,Unfurnished,Paschim Vihar,1.0,7500000,Ready_to_move,Resale,Apartment,"Paschim Vihar, West Delhi, Delhi, India",28.6695782,77.095956
625,594.0,2,1.0,Semi-Furnished,"Ashoka Apartment, Paschim Vihar Block A2",1.0,6500000,Ready_to_move,Resale,Apartment,,,
626,14220.0,3,3.0,Semi-Furnished,Paschim Vihar Block B4,1.0,27500000,Ready_to_move,New_Property,Builder_Floor,"B-Block, Paschim Vihar, West Delhi, Delhi, India",28.6638775,77.1177602448277
627,800.0,3,2.0,Unfurnished,"Guru Harikishan Nagar, Paschim Vihar",1.0,12000000,Ready_to_move,Resale,Builder_Floor,,,
628,1500.0,3,2.0,Semi-Furnished,"Sunder Apartments, Sunder Vihar, Paschim Vihar",2.0,18000000,Ready_to_move,Resale,Apartment,,,
629,1600.0,3,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka",1.0,15600000,Ready_to_move,Resale,Apartment,,,
630,1650.0,3,3.0,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1.0,15500000,Ready_to_move,Resale,Apartment,,,
631,1600.0,3,3.0,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1.0,15200000,Ready_to_move,Resale,Apartment,,,
632,1900.0,3,3.0,Furnished,"Gold Croft Apartment, Aashirwaad Chowk, Dwarka",1.0,25000000,Ready_to_move,Resale,Apartment,,,
633,1400.0,3,2.0,Furnished,"Chanakya Apartments, Aashirwaad Chowk, Dwarka",1.0,15000000,Ready_to_move,Resale,Apartment,,,
634,1550.0,3,2.0,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka carpet area 1550 sqft status Ready to Move floor 7 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road society Bank Apartments car parking 1 Covered, 1 Open bathroom 2 balcony 3 ownership Freehold A spacious 3 Bedroom flat is available for sale in Dwarka , New Delhi.it is cornor building plenty of sunlight and airy. It is located on the 2 Floor. It has a covered area of 1500 Sq-ft. The flat has vitrified tiles & Mosiac flooring. The flat has 24 Hours Available water supply and No/Rare Powercut.. The property is fantastically located and is much sought-after. The property is available at a very competitive Price. read more Contact Agent View Phone No. Share Feedback Sikka Realtors Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users CRISIL Rating No of employees 12 Sikka Realtors Certified Agent Locality Superstar Aashirwaad Chowk, Dwarka 2500+ Buyers Served",1.0,15800000,Ready_to_move,Resale,Apartment,,,
635,2000.0,4,3.0,Furnished,"Mohinder Apartments, Aashirwaad Chowk, Dwarka",1.0,31500000,Ready_to_move,Resale,Apartment,,,
636,1500.0,3,3.0,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",1.0,14000000,Ready_to_move,Resale,Apartment,,,
637,1550.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1.0,13200000,Ready_to_move,Resale,Apartment,,,
638,1600.0,3,2.0,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",1.0,15800000,Ready_to_move,Resale,Apartment,,,
639,1600.0,3,3.0,Unfurnished,"Saheta Apartment, Aashirwaad Chowk, Dwarka",1.0,16200000,Ready_to_move,Resale,Apartment,,,
640,1800.0,3,2.0,Semi-Furnished,"Pushpanjali Apartments, Aashirwaad Chowk, Dwarka",1.0,15500000,Ready_to_move,Resale,Apartment,,,
641,1470.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1.0,14500000,Ready_to_move,Resale,Apartment,,,
642,1500.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1.0,14900000,Ready_to_move,Resale,Apartment,,,
643,1750.0,3,3.0,Furnished,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",1.0,17200000,Ready_to_move,Resale,Apartment,,,
644,1650.0,3,3.0,Furnished,"Hum Sub Apartment, Aashirwaad Chowk, Dwarka",1.0,18000000,Ready_to_move,Resale,Apartment,,,
645,1850.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1.0,15500000,Ready_to_move,Resale,Apartment,,,
646,1480.0,3,2.0,Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",1.0,15800000,Ready_to_move,Resale,Apartment,,,
647,1214.0,2,2.0,Furnished,"Defence Officers Apartment, Aashirwaad Chowk, Dwarka",1.0,12600000,Ready_to_move,Resale,Apartment,,,
648,1380.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1.0,15000000,Ready_to_move,Resale,Apartment,,,
649,1600.0,4,2.0,Furnished,"Sanchar Vihar Apartment, Aashirwaad Chowk, Dwarka",1.0,19500000,Ready_to_move,Resale,Apartment,,,
650,1585.0,3,3.0,Semi-Furnished,"Sarve Satyam Apartment, Aashirwaad Chowk, Dwarka",1.0,16600000,Ready_to_move,Resale,Apartment,,,
651,1700.0,3,3.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1.0,17200000,Ready_to_move,Resale,Apartment,,,
652,1200.0,2,2.0,Semi-Furnished,"Palm Green Apartment, Aashirwaad Chowk, Dwarka",1.0,13000000,Ready_to_move,Resale,Apartment,,,
653,1800.0,4,3.0,Semi-Furnished,"Neelachal, Aashirwaad Chowk, Dwarka",1.0,16500000,Ready_to_move,Resale,Apartment,,,
654,1000.0,2,2.0,Semi-Furnished,"Kailash Apartments, Aashirwaad Chowk, Dwarka",1.0,10700000,Ready_to_move,Resale,Apartment,,,
655,1500.0,3,2.0,Furnished,"New Jyoti Apartments, Aashirwaad Chowk, Dwarka",1.0,16200000,Ready_to_move,Resale,Apartment,,,
656,1700.0,3,2.0,Furnished,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",1.0,16500000,Ready_to_move,Resale,Apartment,,,
657,1750.0,3,2.0,Furnished,"PNB Employees Apartment, Aashirwaad Chowk, Dwarka",1.0,14900000,Ready_to_move,Resale,Apartment,,,
658,2700.0,4,3.0,Furnished,"Sadbhawna CGHS, Aashirwaad Chowk, Dwarka",1.0,27500000,Ready_to_move,Resale,Apartment,,,
659,3050.0,5,6.0,Semi-Furnished,Commonwealth Games Village 2010,,62500000,Ready_to_move,Resale,Apartment,"Commonwealth Games Village, Samaspur, East Delhi, Delhi, India",28.61070635,77.2732850572898
660,3405.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,70000000,Ready_to_move,Resale,Apartment,,,
661,1500.0,3,3.0,Semi-Furnished,Commonwealth Games Village 2010,3.0,35500000,Ready_to_move,Resale,Apartment,"Commonwealth Games Village, Samaspur, East Delhi, Delhi, India",28.61070635,77.2732850572898
662,2105.0,3,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,42100000,Ready_to_move,Resale,Apartment,,,
663,2500.0,4,5.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Akshardham Temple",3.0,42500000,Ready_to_move,Resale,Apartment,,,
664,2090.0,3,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,44000000,Ready_to_move,Resale,Apartment,,,
665,2525.0,4,5.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3.0,43200000,Ready_to_move,Resale,Apartment,,,
666,2500.0,4,4.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2.0,52500000,Ready_to_move,Resale,Apartment,,,
667,2100.0,3,4.0,Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,34300000,Ready_to_move,Resale,Apartment,,,
668,2022.0,3,3.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Akshardham Temple",2.0,38000000,Ready_to_move,Resale,Apartment,,,
669,2650.0,4,5.0,Furnished,Commonwealth Games Village 2010,2.0,52500000,Ready_to_move,Resale,Apartment,"Commonwealth Games Village, Samaspur, East Delhi, Delhi, India",28.61070635,77.2732850572898
670,1850.0,3,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,37500000,Ready_to_move,Resale,Apartment,,,
671,2100.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,37000000,Ready_to_move,Resale,Apartment,,,
672,1700.0,3,4.0,Semi-Furnished,Commonwealth Games Village 2010,2.0,40000000,Ready_to_move,Resale,Apartment,"Commonwealth Games Village, Samaspur, East Delhi, Delhi, India",28.61070635,77.2732850572898
673,2105.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,36200000,Ready_to_move,Resale,Apartment,,,
674,1250.0,2,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",1.0,29000000,Ready_to_move,Resale,Apartment,,,
675,2552.0,4,5.0,Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3.0,42500000,Ready_to_move,New_Property,Apartment,,,
676,3112.0,5,6.0,Semi-Furnished,Commonwealth Games Village 2010,3.0,60000000,Ready_to_move,Resale,Apartment,"Commonwealth Games Village, Samaspur, East Delhi, Delhi, India",28.61070635,77.2732850572898
677,2125.0,3,3.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2.0,36500000,Ready_to_move,Resale,Apartment,,,
678,2065.0,3,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,42500000,Ready_to_move,Resale,Apartment,,,
679,3405.0,5,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,71500000,Ready_to_move,Resale,Apartment,,,
680,3050.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,65000000,Ready_to_move,New_Property,Apartment,,,
681,2300.0,5,6.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,58000000,Ready_to_move,Resale,Apartment,,,
682,1455.0,2,2.0,Semi-Furnished,Commonwealth Games Village 2010,2.0,27500000,Ready_to_move,Resale,Apartment,"Commonwealth Games Village, Samaspur, East Delhi, Delhi, India",28.61070635,77.2732850572898
683,3400.0,5,5.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3.0,70000000,Ready_to_move,New_Property,Apartment,,,
684,3100.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,65000000,Ready_to_move,Resale,Apartment,,,
685,1400.0,2,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,28600000,Ready_to_move,Resale,Apartment,,,
686,2126.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,39000000,Ready_to_move,Resale,Apartment,,,
687,1815.0,3,3.0,Semi-Furnished,Commonwealth Games Village 2010,2.0,32500000,Ready_to_move,Resale,Apartment,"Commonwealth Games Village, Samaspur, East Delhi, Delhi, India",28.61070635,77.2732850572898
688,1700.0,3,3.0,Unfurnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2.0,34000000,Ready_to_move,Resale,Apartment,,,
689,700.0,2,2.0,Unfurnished,Alaknanda,,16500000,Ready_to_move,Resale,Apartment,"Alaknanda, Rudraprayag, Uttarakhand, 246174, India",30.2965383,79.1567896
690,980.0,2,2.0,Semi-Furnished,"Shivalik Apartments, Alaknanda",2.0,13800000,Ready_to_move,Resale,Apartment,,,
691,1350.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",2.0,21000000,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda Road, Greater Kailash II, South East Delhi, Delhi, SUNPAT HOUSE VILLAGE, India",28.5279858,77.2482354
692,1800.0,3,3.0,Semi-Furnished,"Gangotri Enclave, Alaknanda",2.0,22500000,Ready_to_move,Resale,Apartment,,,
693,968.7510000000001,2,2.0,Semi-Furnished,"Aravali Apartments, Alaknanda",2.0,15000000,Ready_to_move,Resale,Apartment,,,
694,1250.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",2.0,20000000,Ready_to_move,New_Property,Apartment,"Narmada Apartment, Alaknanda Road, Greater Kailash II, South East Delhi, Delhi, SUNPAT HOUSE VILLAGE, India",28.5279858,77.2482354
695,1800.0,3,3.0,Furnished,"Aravali Apartments, Alaknanda",2.0,20000000,Ready_to_move,New_Property,Apartment,,,
696,1400.0,3,2.0,Semi-Furnished,"Shivalik Apartments, Alaknanda",2.0,26000000,Ready_to_move,Resale,Builder_Floor,,,
697,1000.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",2.0,19500000,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda Road, Greater Kailash II, South East Delhi, Delhi, SUNPAT HOUSE VILLAGE, India",28.5279858,77.2482354
698,1800.0,4,2.0,Semi-Furnished,"Tara Apartment, Alaknanda",1.0,21500000,Ready_to_move,Resale,Apartment,"Tara Apartment, Guru Ravidas Marg, DDA Flats, Kalkaji, South East Delhi, Delhi, 110062, India",28.5226506,77.25542
699,1500.0,3,3.0,Unfurnished,Alaknanda,1.0,26500000,Ready_to_move,New_Property,Apartment,"Alaknanda, Rudraprayag, Uttarakhand, 246174, India",30.2965383,79.1567896
750,1150.0,3,2.0,Semi-Furnished,"New Manglapuri, Sultanpur",1.0,6300000,Ready_to_move,Resale,Builder_Floor,,,
751,1000.0,3,3.0,Semi-Furnished,Sultanpur Extension,1.0,5500000,Ready_to_move,New_Property,Apartment,"Sultanpur, Mehrauli, South Delhi, Delhi, 110074, India",28.4958744,77.1606444
752,450.0,1,1.0,Semi-Furnished,"New Manglapuri, Sultanpur",1.0,2350000,Ready_to_move,Resale,Apartment,,,
753,1350.0,3,3.0,Semi-Furnished,Sultanpur,1.0,8500000,Ready_to_move,Resale,Apartment,"Sultanpur, Uttar Pradesh, India",26.24251085,82.2961693168592
754,445.0,1,2.0,Semi-Furnished,Sultanpur Extension,1.0,1650000,Ready_to_move,Resale,Apartment,"Sultanpur, Mehrauli, South Delhi, Delhi, 110074, India",28.4958744,77.1606444
755,1200.0,2,2.0,Semi-Furnished,"Manglapuri, Sultanpur",1.0,10000000,Ready_to_move,Resale,Apartment,,,
756,50.0,1,1.0,Unfurnished,"Indra Park Palam, Manglapuri",1.0,1500000,Ready_to_move,Resale,Builder_Floor,,,
757,1100.0,2,2.0,Semi-Furnished,"Sultanpur carpet area 1100 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Main Road car parking 1 Covered bathroom 2 balcony 2 ownership Freehold 2 bhk flat available in sultanpur, near metro station, loan facility available, with registry, all the modern facilities are variable, with car parking, near market, fully ventilated. read more Contact Agent View Phone No. Share Feedback Agent Delhi Dream 3500+ Buyers Served",1.0,2800000,Ready_to_move,Resale,Builder_Floor,,,
758,700.0,2,2.0,Semi-Furnished,Sultanpur Extension,1.0,2600000,Ready_to_move,Resale,Builder_Floor,"Sultanpur, Mehrauli, South Delhi, Delhi, 110074, India",28.4958744,77.1606444
759,500.0,1,1.0,Furnished,"New Manglapuri, Sultanpur",1.0,2350000,Ready_to_move,Resale,Builder_Floor,,,
760,540.0,1,1.0,Unfurnished,Sultanpur Extension,1.0,2350000,Ready_to_move,Resale,Apartment,"Sultanpur, Mehrauli, South Delhi, Delhi, 110074, India",28.4958744,77.1606444
761,450.0,1,1.0,Unfurnished,Sultanpur,1.0,2000000,Ready_to_move,New_Property,Builder_Floor,"Sultanpur, Uttar Pradesh, India",26.24251085,82.2961693168592
762,800.0,2,2.0,Semi-Furnished,Sultanpur,1.0,5000000,Almost_ready,Resale,Builder_Floor,"Sultanpur, Uttar Pradesh, India",26.24251085,82.2961693168592
763,700.0,2,2.0,Semi-Furnished,"New Manglapuri, Sultanpur",1.0,3500000,Ready_to_move,Resale,Builder_Floor,,,
764,750.0,2,2.0,Semi-Furnished,Sultanpur,1.0,4500000,Almost_ready,Resale,Builder_Floor,"Sultanpur, Uttar Pradesh, India",26.24251085,82.2961693168592
765,750.0,2,2.0,Unfurnished,Sultanpur,1.0,4000000,Ready_to_move,Resale,Builder_Floor,"Sultanpur, Uttar Pradesh, India",26.24251085,82.2961693168592
766,1600.0,3,3.0,Unfurnished,"New Manglapuri, Sultanpur",1.0,10800000,Ready_to_move,Resale,Builder_Floor,,,
767,1000.0,3,2.0,Unfurnished,"New Manglapuri, Sultanpur",1.0,10000000,Ready_to_move,New_Property,Builder_Floor,,,
768,1600.0,3,3.0,Unfurnished,"New Manglapuri, Sultanpur",1.0,10800000,Ready_to_move,Resale,Builder_Floor,,,
769,900.0,3,2.0,Semi-Furnished,"Manglapuri, Sultanpur",1.0,9000000,Ready_to_move,Resale,Builder_Floor,,,
770,1700.0,3,3.0,Semi-Furnished,"New Manglapuri, Sultanpur",1.0,8500000,Ready_to_move,New_Property,Apartment,,,
771,1100.0,3,2.0,Semi-Furnished,"New Manglapuri, Sultanpur",1.0,6000000,Ready_to_move,Resale,Builder_Floor,,,
772,1000.0,3,3.0,Semi-Furnished,"New Manglapuri, Sultanpur",1.0,5500000,Ready_to_move,New_Property,Apartment,,,
773,1000.0,3,2.0,Semi-Furnished,"Manglapuri, Sultanpur",1.0,7000000,Ready_to_move,New_Property,Builder_Floor,,,
774,1100.0,3,2.0,Furnished,Sultanpur,1.0,6000000,Ready_to_move,Resale,Apartment,"Sultanpur, Uttar Pradesh, India",26.24251085,82.2961693168592
775,765.0,3,2.0,Unfurnished,"Manglapuri, Sultanpur",1.0,3700000,Ready_to_move,Resale,Builder_Floor,,,
776,900.0,2,2.0,Semi-Furnished,"Indra Park Palam, Manglapuri",1.0,3100000,Ready_to_move,Resale,Builder_Floor,,,
777,600.0,2,2.0,Unfurnished,Sultanpur,1.0,4500000,Ready_to_move,Resale,Apartment,"Sultanpur, Uttar Pradesh, India",26.24251085,82.2961693168592
778,360.0,1,1.0,Semi-Furnished,"Indra Park Palam, Manglapuri",1.0,1500000,Ready_to_move,Resale,Builder_Floor,,,
779,950.0,3,2.0,Semi-Furnished,Chhattarpur,,7090000,Almost_ready,New_Property,Builder_Floor,"Chhattarpur, Acharya Shri Tulsi Marg, Chattarpur Farms, Kishangarh, Mehrauli, South Delhi, Delhi, 110074, India",28.5070073,77.1754171
780,3600.0,2,2.0,Semi-Furnished,"Chhattarpur carpet area 400 sqyrd status Ready to Move transaction New Property furnishing Semi-Furnished car parking 1 Covered, 1 Open bathroom 2 balcony 1 Newly Constructed Property It's a Ground floor Builder Floor Apartment in a building of total 4 floors. The Builder Floor Apartment is newly constructed. Prime facilities are easily accessible from this place with Oxford Angel Public School (0 km ). Other key neighbourhood are Abdul Gaffar Khan Market (0 km ). read more Contact Agent View Phone No. Share Feedback Home Hunt Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 4 Property Options in Chhattarpur CRISIL Rating Operating Since 2011 No of employees 5 Home Hunt Certified Agent Locality Superstar Chhattarpur 500+ Buyers Served",1.0,4500000,Ready_to_move,New_Property,Builder_Floor,,,
781,1305.0,4,3.0,Unfurnished,"JVTS Gardens, Chhattarpur",1.0,5500000,Almost_ready,New_Property,Builder_Floor,,,
782,1800.0,3,4.0,Semi-Furnished,Chhattarpur,2.0,63000000,Almost_ready,New_Property,Apartment,"Chhattarpur, Acharya Shri Tulsi Marg, Chattarpur Farms, Kishangarh, Mehrauli, South Delhi, Delhi, 110074, India",28.5070073,77.1754171
783,950.0,3,2.0,Semi-Furnished,Chhattarpur,2.0,6990000,Almost_ready,New_Property,Builder_Floor,"Chhattarpur, Acharya Shri Tulsi Marg, Chattarpur Farms, Kishangarh, Mehrauli, South Delhi, Delhi, 110074, India",28.5070073,77.1754171
